"categoria","nombre_interno","imagen","bundle_origen","ancho","alto","estado_imagen"
"other-ui","kuafuhaoshengyin_bofang_btn","assets/images/game-data/other-ui/kuafuhaoshengyin_bofang_btn__atlas__crossvoice__9cc01196f8.png","atlas\crossvoice.assetbundle","61","60","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_renshu_icon","assets/images/game-data/other-ui/kuafuhaoshengyin_renshu_icon__atlas__crossvoice__84a62bfb74.png","atlas\crossvoice.assetbundle","21","17","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_youyeqian_xian_s9s","assets/images/game-data/other-ui/kuafuhaoshengyin_youyeqian_xian_s9s__atlas__crossvoice__5f0d772340.png","atlas\crossvoice.assetbundle","1","192","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_liebiao_slb_bg01_H3S","assets/images/game-data/other-ui/kuafuhaoshengyin_liebiao_slb_bg01_H3S__atlas__crossvoice__f73eccb41b.png","atlas\crossvoice.assetbundle","39","95","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_guangpan2","assets/images/game-data/other-ui/kuafuhaoshengyin_guangpan2__atlas__crossvoice__480c286dec.png","atlas\crossvoice.assetbundle","142","142","copiada_desde_cliente"
"other-ui","kufuhaoshengyin_jindutiao_tc_bar_h3s","assets/images/game-data/other-ui/kufuhaoshengyin_jindutiao_tc_bar_h3s__atlas__crossvoice__bf03943f73.png","atlas\crossvoice.assetbundle","77","6","copiada_desde_cliente"
"other-ui","commom_shijian_icon","assets/images/game-data/other-ui/commom_shijian_icon__atlas__crossvoice__560ef73f4a.png","atlas\crossvoice.assetbundle","19","19","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_fabiaodongtai_yy_btn_wx","assets/images/game-data/other-ui/kuafuhaoshengyin_fabiaodongtai_yy_btn_wx__atlas__crossvoice__5730c95464.png","atlas\crossvoice.assetbundle","162","77","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_jdt01_yinfu","assets/images/game-data/other-ui/kuafuhaoshengyin_jdt01_yinfu__atlas__crossvoice__299cfd5a83.png","atlas\crossvoice.assetbundle","49","51","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_liebiaoziji_bg_H3S","assets/images/game-data/other-ui/kuafuhaoshengyin_liebiaoziji_bg_H3S__atlas__crossvoice__6180cc92fc.png","atlas\crossvoice.assetbundle","40","74","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_changpianji_xian","assets/images/game-data/other-ui/kuafuhaoshengyin_changpianji_xian__atlas__crossvoice__2244e5e103.png","atlas\crossvoice.assetbundle","132","19","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_liebiao_bg_04_H3S","assets/images/game-data/other-ui/kuafuhaoshengyin_liebiao_bg_04_H3S__atlas__crossvoice__ca80b145f8.png","atlas\crossvoice.assetbundle","10","412","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_tzdt_bg_9S","assets/images/game-data/other-ui/kuafuhaoshengyin_tzdt_bg_9S__atlas__crossvoice__7bdf597be0.png","atlas\crossvoice.assetbundle","15","15","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_fensituan_zi_9s","assets/images/game-data/other-ui/kuafuhaoshengyin_fensituan_zi_9s__atlas__crossvoice__8912d2a58a.png","atlas\crossvoice.assetbundle","9","9","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_fabiaodongtai_yuyin_bofang03","assets/images/game-data/other-ui/kuafuhaoshengyin_fabiaodongtai_yuyin_bofang03__atlas__crossvoice__82dedb2439.png","atlas\crossvoice.assetbundle","19","25","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_huang_duan_btn","assets/images/game-data/other-ui/kuafuhaoshengyin_huang_duan_btn__atlas__crossvoice__4242bbaf1f.png","atlas\crossvoice.assetbundle","125","48","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_liebiao_an_bg_06_9S","assets/images/game-data/other-ui/kuafuhaoshengyin_liebiao_an_bg_06_9S__atlas__crossvoice__0866884013.png","atlas\crossvoice.assetbundle","37","60","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_hei_9s","assets/images/game-data/other-ui/kuafuhaoshengyin_hei_9s__atlas__crossvoice__d1baa20f4e.png","atlas\crossvoice.assetbundle","10","10","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_redu_icon","assets/images/game-data/other-ui/kuafuhaoshengyin_redu_icon__atlas__crossvoice__1e8a1ab2e8.png","atlas\crossvoice.assetbundle","17","23","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_xiaotouxiangdi","assets/images/game-data/other-ui/kuafuhaoshengyin_xiaotouxiangdi__atlas__crossvoice__29492302e2.png","atlas\crossvoice.assetbundle","42","42","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_dagou_huang_icon","assets/images/game-data/other-ui/kuafuhaoshengyin_dagou_huang_icon__atlas__crossvoice__9e068b0963.png","atlas\crossvoice.assetbundle","38","33","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_youyeqian_dian","assets/images/game-data/other-ui/kuafuhaoshengyin_youyeqian_dian__atlas__crossvoice__27f5a4e814.png","atlas\crossvoice.assetbundle","3","3","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_jindudi_yinfu","assets/images/game-data/other-ui/kuafuhaoshengyin_jindudi_yinfu__atlas__crossvoice__5f20bfad62.png","atlas\crossvoice.assetbundle","40","46","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_bofang_an_icon_bg","assets/images/game-data/other-ui/kuafuhaoshengyin_bofang_an_icon_bg__atlas__crossvoice__5dd87ff7f9.png","atlas\crossvoice.assetbundle","52","52","copiada_desde_cliente"
"other-ui","kufuhaoshengyin_jindudi_par_paiming_9s","assets/images/game-data/other-ui/kufuhaoshengyin_jindudi_par_paiming_9s__atlas__crossvoice__1f5255fc70.png","atlas\crossvoice.assetbundle","8","5","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_liebiao_bg_02_H3S","assets/images/game-data/other-ui/kuafuhaoshengyin_liebiao_bg_02_H3S__atlas__crossvoice__55ff519207.png","atlas\crossvoice.assetbundle","10","563","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_shanchu_btn","assets/images/game-data/other-ui/kuafuhaoshengyin_shanchu_btn__atlas__crossvoice__071cf5a5ee.png","atlas\crossvoice.assetbundle","40","40","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_touxiang_bg","assets/images/game-data/other-ui/kuafuhaoshengyin_touxiang_bg__atlas__crossvoice__bfe6d074fc.png","atlas\crossvoice.assetbundle","86","86","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_changpian2","assets/images/game-data/other-ui/kuafuhaoshengyin_changpian2__atlas__crossvoice__e8efbf4706.png","atlas\crossvoice.assetbundle","282","235","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_chengyuan_hui_9s","assets/images/game-data/other-ui/kuafuhaoshengyin_chengyuan_hui_9s__atlas__crossvoice__b9dac1202b.png","atlas\crossvoice.assetbundle","30","30","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_fengexian_zi_H3S","assets/images/game-data/other-ui/kuafuhaoshengyin_fengexian_zi_H3S__atlas__crossvoice__f93e9bd648.png","atlas\crossvoice.assetbundle","10","1","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_gequdi_h3s","assets/images/game-data/other-ui/kuafuhaoshengyin_gequdi_h3s__atlas__crossvoice__73b0a16a63.png","atlas\crossvoice.assetbundle","233","25","copiada_desde_cliente"
"other-ui","kufuhaoshengyin_jindu_paiming_9s","assets/images/game-data/other-ui/kufuhaoshengyin_jindu_paiming_9s__atlas__crossvoice__7b7781b0c5.png","atlas\crossvoice.assetbundle","91","3","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_huangguan","assets/images/game-data/other-ui/kuafuhaoshengyin_huangguan__atlas__crossvoice__20713c1fb7.png","atlas\crossvoice.assetbundle","40","36","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_wenzidi_bg_H3S","assets/images/game-data/other-ui/kuafuhaoshengyin_wenzidi_bg_H3S__atlas__crossvoice__1d596e659a.png","atlas\crossvoice.assetbundle","274","35","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_yichang_bg","assets/images/game-data/other-ui/kuafuhaoshengyin_yichang_bg__atlas__crossvoice__dd2d3801d9.png","atlas\crossvoice.assetbundle","62","63","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_diange_btn","assets/images/game-data/other-ui/kuafuhaoshengyin_diange_btn__atlas__crossvoice__8d5c14a730.png","atlas\crossvoice.assetbundle","61","61","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_diangedi2_h3s","assets/images/game-data/other-ui/kuafuhaoshengyin_diangedi2_h3s__atlas__crossvoice__78a2c175a4.png","atlas\crossvoice.assetbundle","163","37","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_lihe_yinfu_02","assets/images/game-data/other-ui/kuafuhaoshengyin_lihe_yinfu_02__atlas__crossvoice__a8b415d713.png","atlas\crossvoice.assetbundle","14","18","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_bofangdiban_bg_H3S","assets/images/game-data/other-ui/kuafuhaoshengyin_bofangdiban_bg_H3S__atlas__crossvoice__e6d1273e20.png","atlas\crossvoice.assetbundle","58","94","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_fabiaodongtai_yuyin_bofang02","assets/images/game-data/other-ui/kuafuhaoshengyin_fabiaodongtai_yuyin_bofang02__atlas__crossvoice__f79a2eebf1.png","atlas\crossvoice.assetbundle","19","25","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_zhuangshi_bg","assets/images/game-data/other-ui/kuafuhaoshengyin_zhuangshi_bg__atlas__crossvoice__19a06c5c83.png","atlas\crossvoice.assetbundle","278","66","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_lan_da_btn","assets/images/game-data/other-ui/kuafuhaoshengyin_lan_da_btn__atlas__crossvoice__ce6e1a6c5d.png","atlas\crossvoice.assetbundle","192","58","copiada_desde_cliente"
"other-ui","kufuhaoshengyin_jindudi_tc_bar_h3s","assets/images/game-data/other-ui/kufuhaoshengyin_jindudi_tc_bar_h3s__atlas__crossvoice__1e75454160.png","atlas\crossvoice.assetbundle","29","10","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_liebiao_bg_05_9S","assets/images/game-data/other-ui/kuafuhaoshengyin_liebiao_bg_05_9S__atlas__crossvoice__0fe39f4bf8.png","atlas\crossvoice.assetbundle","37","51","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_tips_bg","assets/images/game-data/other-ui/kuafuhaoshengyin_tips_bg__atlas__crossvoice__5f10c6832e.png","atlas\crossvoice.assetbundle","20","20","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_dangqianpaiming_bg","assets/images/game-data/other-ui/kuafuhaoshengyin_dangqianpaiming_bg__atlas__crossvoice__e11275d0ff.png","atlas\crossvoice.assetbundle","28","86","copiada_desde_cliente"
"other-ui","kufuhaoshengyin_bofang_btn","assets/images/game-data/other-ui/kufuhaoshengyin_bofang_btn__atlas__crossvoice__db6772b9e2.png","atlas\crossvoice.assetbundle","34","34","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_touxiangdi2","assets/images/game-data/other-ui/kuafuhaoshengyin_touxiangdi2__atlas__crossvoice__c02c489b91.png","atlas\crossvoice.assetbundle","103","116","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_fanye_bg_9s","assets/images/game-data/other-ui/kuafuhaoshengyin_fanye_bg_9s__atlas__crossvoice__2b5377e4b4.png","atlas\crossvoice.assetbundle","33","46","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_fbdt_bg_H3S","assets/images/game-data/other-ui/kuafuhaoshengyin_fbdt_bg_H3S__atlas__crossvoice__2f82a46442.png","atlas\crossvoice.assetbundle","30","162","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_chengyuan_my_9s","assets/images/game-data/other-ui/kuafuhaoshengyin_chengyuan_my_9s__atlas__crossvoice__37a66f8848.png","atlas\crossvoice.assetbundle","28","24","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_liebiao_an_bg_03_9S","assets/images/game-data/other-ui/kuafuhaoshengyin_liebiao_an_bg_03_9S__atlas__crossvoice__ff082b476f.png","atlas\crossvoice.assetbundle","10","10","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_wenzidi_bg_9S","assets/images/game-data/other-ui/kuafuhaoshengyin_wenzidi_bg_9S__atlas__crossvoice__e75d111b1d.png","atlas\crossvoice.assetbundle","10","10","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_jia_btn","assets/images/game-data/other-ui/kuafuhaoshengyin_jia_btn__atlas__crossvoice__bf354d42bc.png","atlas\crossvoice.assetbundle","42","42","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_touxiangkuang_bg","assets/images/game-data/other-ui/kuafuhaoshengyin_touxiangkuang_bg__atlas__crossvoice__90e6520ca5.png","atlas\crossvoice.assetbundle","82","82","copiada_desde_cliente"
"other-ui","kufuhaoshengyin_jindudi_diceng_an_bar_9s","assets/images/game-data/other-ui/kufuhaoshengyin_jindudi_diceng_an_bar_9s__atlas__crossvoice__a10da5cab3.png","atlas\crossvoice.assetbundle","12","12","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_diangedi_h3s","assets/images/game-data/other-ui/kuafuhaoshengyin_diangedi_h3s__atlas__crossvoice__cbe2255855.png","atlas\crossvoice.assetbundle","33","30","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_bofangzhong_btn","assets/images/game-data/other-ui/kuafuhaoshengyin_bofangzhong_btn__atlas__crossvoice__50c7875cd8.png","atlas\crossvoice.assetbundle","54","54","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_fabiaodongtai_yuyin_weibofang","assets/images/game-data/other-ui/kuafuhaoshengyin_fabiaodongtai_yuyin_weibofang__atlas__crossvoice__67d137d5f9.png","atlas\crossvoice.assetbundle","19","25","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_zantin_an_icon","assets/images/game-data/other-ui/kuafuhaoshengyin_zantin_an_icon__atlas__crossvoice__08e451cd25.png","atlas\crossvoice.assetbundle","33","36","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_fabiaodongtai_tp_btn_wx","assets/images/game-data/other-ui/kuafuhaoshengyin_fabiaodongtai_tp_btn_wx__atlas__crossvoice__14ce8f5abc.png","atlas\crossvoice.assetbundle","162","77","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_line2_bg","assets/images/game-data/other-ui/kuafuhaoshengyin_line2_bg__atlas__crossvoice__688afa8d89.png","atlas\crossvoice.assetbundle","8","2","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_dajishi_1","assets/images/game-data/other-ui/kuafuhaoshengyin_dajishi_1__atlas__crossvoice__2fe9e6f3b5.png","atlas\crossvoice.assetbundle","220","148","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_diangexuanzhong_9s","assets/images/game-data/other-ui/kuafuhaoshengyin_diangexuanzhong_9s__atlas__crossvoice__83b8f1cc4e.png","atlas\crossvoice.assetbundle","97","90","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_fabiaodongtai_tp_btn_xz","assets/images/game-data/other-ui/kuafuhaoshengyin_fabiaodongtai_tp_btn_xz__atlas__crossvoice__3ea622ca75.png","atlas\crossvoice.assetbundle","162","77","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_yinlang_bg","assets/images/game-data/other-ui/kuafuhaoshengyin_yinlang_bg__atlas__crossvoice__d013a17af7.png","atlas\crossvoice.assetbundle","133","110","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_wenzidi_an_bg_9S","assets/images/game-data/other-ui/kuafuhaoshengyin_wenzidi_an_bg_9S__atlas__crossvoice__e2a8f942df.png","atlas\crossvoice.assetbundle","10","10","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_liebiao_bg_07_9S","assets/images/game-data/other-ui/kuafuhaoshengyin_liebiao_bg_07_9S__atlas__crossvoice__22098e3e7c.png","atlas\crossvoice.assetbundle","37","51","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_fanye_liangdi_bg_9s","assets/images/game-data/other-ui/kuafuhaoshengyin_fanye_liangdi_bg_9s__atlas__crossvoice__1d5642ecfe.png","atlas\crossvoice.assetbundle","33","46","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_changpianke2","assets/images/game-data/other-ui/kuafuhaoshengyin_changpianke2__atlas__crossvoice__1460a4377b.png","atlas\crossvoice.assetbundle","282","235","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_dagoudi_bg_9S","assets/images/game-data/other-ui/kuafuhaoshengyin_dagoudi_bg_9S__atlas__crossvoice__b9d9684bfc.png","atlas\crossvoice.assetbundle","31","31","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_guanggpan","assets/images/game-data/other-ui/kuafuhaoshengyin_guanggpan__atlas__crossvoice__583c3ff239.png","atlas\crossvoice.assetbundle","142","142","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_jian_btn","assets/images/game-data/other-ui/kuafuhaoshengyin_jian_btn__atlas__crossvoice__00cab0dcaa.png","atlas\crossvoice.assetbundle","42","42","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_fabiaodongtai_yuyintiao_H3S","assets/images/game-data/other-ui/kuafuhaoshengyin_fabiaodongtai_yuyintiao_H3S__atlas__crossvoice__31b648915c.png","atlas\crossvoice.assetbundle","28","46","copiada_desde_cliente"
"other-ui","kufuhaoshengyin_chazhao_icon","assets/images/game-data/other-ui/kufuhaoshengyin_chazhao_icon__atlas__crossvoice__f78d37ce24.png","atlas\crossvoice.assetbundle","39","39","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_fss_9s","assets/images/game-data/other-ui/kuafuhaoshengyin_fss_9s__atlas__crossvoice__9e5b6a3f23.png","atlas\crossvoice.assetbundle","97","35","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_yeqian_btn","assets/images/game-data/other-ui/kuafuhaoshengyin_yeqian_btn__atlas__crossvoice__4903a12382.png","atlas\crossvoice.assetbundle","130","70","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_changpianke","assets/images/game-data/other-ui/kuafuhaoshengyin_changpianke__atlas__crossvoice__60ab65ab26.png","atlas\crossvoice.assetbundle","282","235","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_huang_da_btn","assets/images/game-data/other-ui/kuafuhaoshengyin_huang_da_btn__atlas__crossvoice__5d2b75a028.png","atlas\crossvoice.assetbundle","192","58","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_tcxian_9s","assets/images/game-data/other-ui/kuafuhaoshengyin_tcxian_9s__atlas__crossvoice__7b091577ca.png","atlas\crossvoice.assetbundle","45","45","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_changpianji_ganzi","assets/images/game-data/other-ui/kuafuhaoshengyin_changpianji_ganzi__atlas__crossvoice__d281cf45a0.png","atlas\crossvoice.assetbundle","197","59","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_biaoti_xian","assets/images/game-data/other-ui/kuafuhaoshengyin_biaoti_xian__atlas__crossvoice__e47190cd60.png","atlas\crossvoice.assetbundle","122","17","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_shangjindi","assets/images/game-data/other-ui/kuafuhaoshengyin_shangjindi__atlas__crossvoice__83d437a9eb.png","atlas\crossvoice.assetbundle","109","104","copiada_desde_cliente"
